Epoch,Loss_mean_Dev,Loss_mean_Train,Model,Optimizer,Learning_Rate,Train_Size
25,0.13,0.06,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RAdam,0.01,10000
1,0.36,0.74,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RMSprop,0.01,10000
2,0.27,0.17,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RMSprop,0.01,10000
3,0.25,0.12,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RMSprop,0.01,10000
4,0.23,0.1,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RMSprop,0.01,10000
5,0.19,0.09,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RMSprop,0.01,10000
6,0.2,0.08,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RMSprop,0.01,10000
7,0.2,0.07,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RMSprop,0.01,10000
8,0.22,0.06,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RMSprop,0.01,10000
9,0.22,0.07,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RMSprop,0.01,10000
10,0.17,0.06,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RMSprop,0.01,10000
11,0.18,0.06,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RMSprop,0.01,10000
12,0.18,0.05,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RMSprop,0.01,10000
13,0.21,0.05,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RMSprop,0.01,10000
14,0.18,0.04,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RMSprop,0.01,10000
15,0.16,0.04,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RMSprop,0.01,10000
16,0.15,0.04,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RMSprop,0.01,10000
17,0.15,0.05,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RMSprop,0.01,10000
18,0.17,0.04,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RMSprop,0.01,10000
19,0.16,0.04,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RMSprop,0.01,10000
20,0.18,0.03,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RMSprop,0.01,10000
21,0.2,0.03,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RMSprop,0.01,10000
22,0.17,0.04,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RMSprop,0.01,10000
23,0.18,0.03,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RMSprop,0.01,10000
24,0.2,0.03,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RMSprop,0.01,10000
25,0.16,0.04,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",RMSprop,0.01,10000
1,0.55,0.67,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Rprop,0.01,10000
2,0.56,0.57,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Rprop,0.01,10000
3,0.57,0.57,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Rprop,0.01,10000
4,0.57,0.56,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Rprop,0.01,10000
5,0.58,0.56,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Rprop,0.01,10000
6,0.58,0.59,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Rprop,0.01,10000
7,0.59,0.58,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Rprop,0.01,10000
8,0.59,0.59,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Rprop,0.01,10000
9,0.59,0.58,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Rprop,0.01,10000
10,0.6,0.58,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Rprop,0.01,10000
11,0.61,0.58,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Rprop,0.01,10000
12,0.62,0.58,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Rprop,0.01,10000
13,0.6,0.6,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Rprop,0.01,10000
14,0.6,0.61,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Rprop,0.01,10000
15,0.6,0.6,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Rprop,0.01,10000
16,0.62,0.6,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Rprop,0.01,10000
17,0.62,0.59,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Rprop,0.01,10000
18,0.63,0.63,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Rprop,0.01,10000
19,0.63,0.62,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Rprop,0.01,10000
20,0.62,0.6,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Rprop,0.01,10000
21,0.65,0.62,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Rprop,0.01,10000
22,0.63,0.61,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Rprop,0.01,10000
23,0.63,0.6,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Rprop,0.01,10000
24,0.62,0.61,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Rprop,0.01,10000
25,0.63,0.59,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Rprop,0.01,10000
1,2.29,2.31,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",SGD,0.01,10000
2,2.18,2.24,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",SGD,0.01,10000
3,1.97,2.08,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",SGD,0.01,10000
4,1.64,1.81,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",SGD,0.01,10000
5,1.27,1.45,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",SGD,0.01,10000
6,1.0,1.12,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",SGD,0.01,10000
7,0.83,0.91,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",SGD,0.01,10000
8,0.74,0.79,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",SGD,0.01,10000
9,0.66,0.71,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",SGD,0.01,10000
10,0.61,0.64,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",SGD,0.01,10000
11,0.57,0.6,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",SGD,0.01,10000
12,0.54,0.57,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",SGD,0.01,10000
13,0.51,0.54,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",SGD,0.01,10000
14,0.48,0.5,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",SGD,0.01,10000
15,0.46,0.47,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",SGD,0.01,10000
16,0.44,0.45,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",SGD,0.01,10000
17,0.43,0.45,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",SGD,0.01,10000
18,0.42,0.43,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",SGD,0.01,10000
19,0.4,0.4,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",SGD,0.01,10000
20,0.4,0.4,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",SGD,0.01,10000
21,0.39,0.39,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",SGD,0.01,10000
22,0.39,0.38,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",SGD,0.01,10000
23,0.37,0.36,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",SGD,0.01,10000
24,0.37,0.37,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",SGD,0.01,10000
25,0.36,0.37,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",SGD,0.01,10000
1,1.3,1.98,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",ASGD,0.05,10000
2,0.63,0.82,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",ASGD,0.05,10000
3,0.52,0.51,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",ASGD,0.05,10000
4,0.41,0.4,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",ASGD,0.05,10000
5,0.38,0.33,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",ASGD,0.05,10000
6,0.34,0.31,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",ASGD,0.05,10000
7,0.33,0.28,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",ASGD,0.05,10000
8,0.32,0.26,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",ASGD,0.05,10000
9,0.29,0.25,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",ASGD,0.05,10000
10,0.28,0.22,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",ASGD,0.05,10000
11,0.27,0.21,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",ASGD,0.05,10000
12,0.25,0.2,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",ASGD,0.05,10000
13,0.23,0.2,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",ASGD,0.05,10000
14,0.24,0.17,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",ASGD,0.05,10000
15,0.23,0.18,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",ASGD,0.05,10000
16,0.21,0.16,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",ASGD,0.05,10000
17,0.2,0.15,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",ASGD,0.05,10000
18,0.19,0.15,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",ASGD,0.05,10000
19,0.18,0.14,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",ASGD,0.05,10000
20,0.18,0.13,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",ASGD,0.05,10000
21,0.17,0.12,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",ASGD,0.05,10000
22,0.17,0.12,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",ASGD,0.05,10000
23,0.17,0.11,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",ASGD,0.05,10000
24,0.16,0.1,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",ASGD,0.05,10000
25,0.15,0.1,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",ASGD,0.05,10000
1,1.41,1.99,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Adadelta,0.05,10000
2,0.71,0.94,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Adadelta,0.05,10000
3,0.56,0.59,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Adadelta,0.05,10000
4,0.46,0.49,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Adadelta,0.05,10000
5,0.41,0.42,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Adadelta,0.05,10000
6,0.39,0.38,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Adadelta,0.05,10000
7,0.37,0.35,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Adadelta,0.05,10000
8,0.34,0.32,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Adadelta,0.05,10000
9,0.33,0.31,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Adadelta,0.05,10000
10,0.32,0.29,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Adadelta,0.05,10000
11,0.3,0.27,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Adadelta,0.05,10000
12,0.29,0.25,"[[Flatten(start_dim=1, end_dim=-1), Linear(in_features=784, out_features=100, bias=True), ReLU(), Linear(in_features=100, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True)]]",Adadelta,0.05,10000
